loan_id,cust_id,principal,interest_rate,period,paid,EMI
1091,2597,69832.32,13.59,229,9735.25,855.77
1092,2111,145931.45,9.72,61,109549.65,3041.3
1093,1396,292935.35,6.87,332,70077.02,1973.65
1094,1767,485745.46,5.7,144,320708.32,4665.08
1095,2510,153422.58,8.75,188,14779.68,1501.94
1096,883,447271.33,7.12,210,65103.26,3731.0
1097,1870,484232.75,6.28,302,392383.39,3194.56
1098,752,80242.63,8.6,294,33802.39,655.37
1099,2115,461300.87,7.25,119,257849.22,5446.76
1100,1463,162386.37,7.25,184,58261.22,1464.55
1101,231,131699.78,10.38,84,71960.4,2212.32
1102,1284,367109.3,4.57,17,157092.68,22342.32
1103,1956,483675.76,11.68,248,458012.41,5176.33
1104,1661,159443.4,13.28,355,85344.12,1800.7
1105,526,217138.19,7.71,165,112896.62,2138.4
1106,76,249015.07,13.11,292,188753.75,2839.42
1107,2750,29385.15,8.97,43,18175.36,801.61
1108,2176,471072.14,5.33,300,70250.61,2845.17
1109,544,183309.85,11.32,150,11051.71,2288.97
1110,77,334709.71,4.13,263,8355.21,1936.41
1111,1382,385492.47,9.75,94,220090.04,5880.34
1112,121,210074.94,5.31,151,185358.25,1910.36
1113,2974,18530.67,12.76,293,16346.53,206.35
1114,2070,485909.32,7.75,37,121446.99,14806.36
1115,2563,137568.26,13.98,219,21715.24,1740.4
1116,2755,34498.96,14.6,241,12808.83,443.81
1117,839,489582.58,8.29,130,90577.57,5719.06
1118,1985,50959.3,7.71,36,47952.05,1590.07
1119,1532,302365.93,6.42,237,178520.49,2254.14
1120,1493,104964.81,11.16,268,83319.25,1065.31
1121,1826,478459.47,7.21,48,181672.53,11503.98
1122,2109,63886.14,14.78,18,2033.31,3978.91
1123,2222,129941.84,8.93,114,67986.55,1694.88
1124,1241,198920.25,14.44,196,153004.68,2647.57
1125,110,80165.03,13.23,199,62616.1,996.21
1126,314,249283.42,9.5,157,61516.44,2779.4
1127,1815,493702.83,6.17,246,248260.28,3541.36
1128,1575,423916.76,5.41,192,257459.5,3304.32
1129,1915,272347.77,9.81,293,145838.42,2452.14
1130,2797,326119.69,4.0,123,168012.55,3236.31
1131,1271,114067.2,8.9,72,97646.91,2050.47
1132,2890,188732.04,10.61,101,89257.89,2833.27
1133,1950,157407.41,12.35,317,118010.72,1685.62
1134,654,117119.12,9.02,188,115547.88,1165.51
1135,1749,251899.66,7.37,49,76966.86,5968.74
1136,2286,72826.19,7.3,31,4755.87,2584.82
1137,2945,167839.17,14.49,194,133430.28,2245.45
1138,2307,345770.05,6.38,13,9969.82,27598.07
1139,2014,19321.05,11.2,243,5807.05,201.4
1140,1298,274393.45,7.41,66,204323.16,5074.7
1141,2488,463555.32,10.89,232,267080.55,4796.54
1142,421,50520.09,11.19,49,9021.98,1289.17
1143,2382,326883.89,4.48,124,309333.53,3298.09
1144,1376,157664.7,7.86,217,127004.8,1363.32
1145,2251,65691.72,14.1,114,39150.78,1048.79
1146,50,105287.1,11.35,341,94499.96,1037.71
1147,2771,347844.36,6.9,56,13082.76,7282.82
1148,1995,150336.27,13.53,321,119739.44,1742.71
1149,1424,378054.88,8.52,134,219273.39,4382.35
1150,1897,53930.29,9.83,333,33691.91,473.04
1151,55,163866.32,6.27,154,61744.73,1551.6
1152,1677,489502.88,13.63,156,137067.68,6712.6
1153,2494,20218.07,7.5,210,12581.76,173.16
1154,604,88771.78,12.73,237,79056.57,1025.85
1155,1543,117374.82,9.14,281,39330.65,1014.28
1156,712,495633.26,7.82,358,409491.03,3579.78
1157,2772,92215.02,9.55,133,15168.51,1126.35
1158,2483,133696.97,12.09,60,59896.91,2980.1
1159,1856,206968.06,5.95,339,167470.94,1262.24
1160,802,213331.69,5.91,63,109609.53,3946.93
1161,1803,291827.95,11.26,246,164593.43,3044.29
1162,287,409795.93,4.43,28,206502.46,15431.99
1163,2879,17992.72,14.93,203,10433.64,243.66
1164,1188,243847.48,6.12,71,243234.5,4102.38
1165,2284,180042.14,11.91,104,117892.59,2783.53
1166,2214,268148.57,13.01,253,249403.89,3110.41
1167,2929,98285.55,8.17,192,16776.05,918.9
1168,155,337317.92,5.32,66,222557.41,5906.25
1169,2610,93210.93,4.6,233,6178.41,605.67
1170,416,141977.16,4.3,134,82012.48,1336.05
1171,2559,290178.66,4.16,254,136191.79,1720.15
1172,1922,448418.58,7.73,304,200135.01,3366.59
1173,2661,314112.05,9.95,208,120210.42,3174.32
1174,2459,306815.61,5.16,329,160802.03,1744.51
1175,1597,341833.95,10.38,261,316463.38,3306.04
1176,215,39754.58,9.09,168,22148.31,419.09
1177,59,353457.15,6.99,331,139981.23,2411.56
1178,143,254814.57,8.26,113,208874.74,3251.92
1179,2329,436664.34,13.47,20,312115.22,24497.42
1180,1024,176694.48,6.01,326,110975.89,1100.95
1181,236,396340.94,12.93,297,223801.56,4455.28
1182,2990,479778.26,9.38,60,389054.65,10048.12
1183,593,463501.75,11.06,188,451283.85,5198.33
1184,788,308758.59,11.25,52,220958.55,7529.35
1185,437,92787.58,8.31,285,23711.53,747.07
1186,27,374155.29,10.67,277,354565.85,3640.34
1187,2323,222896.78,8.2,209,124448.7,2006.53
1188,2778,436416.18,11.74,94,363916.93,7121.36
1189,1042,302354.62,8.23,179,283729.69,2938.07
1190,976,160529.34,13.42,178,145258.73,2082.97
1191,2504,340851.52,4.33,343,99567.42,1733.99
1192,727,48613.86,5.07,47,29687.07,1142.61
1193,401,485520.32,13.75,109,296323.92,7822.87
1194,1774,152402.17,13.01,184,70551.72,1915.7
1195,2515,158384.86,13.47,70,122392.97,3278.86
1196,994,186775.27,9.36,268,49270.42,1664.29
1197,2537,63861.34,12.94,173,22236.64,816.28
1198,495,135218.37,9.72,310,73163.72,1193.12
1199,2384,192322.55,4.68,322,113317.1,1049.83
1200,146,396849.85,4.96,275,75295.63,2418.05
1201,1186,75405.55,9.68,220,6145.67,733.52
1202,2891,479646.73,9.37,29,227083.67,18546.99
1203,2008,365044.27,6.64,199,151718.03,3030.65
1204,449,410002.81,8.35,326,203073.02,3185.12
1205,2136,358036.71,5.01,244,46833.83,2342.33
1206,1151,103561.31,13.11,136,58723.34,1465.84
1207,1354,329397.09,9.28,162,246548.17,3573.12
1208,2108,76175.1,11.58,51,35101.05,1898.25
1209,120,166176.69,7.58,69,129593.33,2978.68
1210,625,339149.86,12.49,193,134101.82,4083.5
1211,1282,381937.93,9.1,246,147100.43,3431.35
1212,1080,188741.32,8.82,243,18456.56,1668.81
1213,1553,408100.53,7.96,179,235639.14,3901.92
1214,1068,150083.15,11.92,354,79230.91,1537.29
1215,1727,117861.15,4.62,203,41738.73,837.8
1216,2782,225017.94,14.04,286,70481.23,2730.77
1217,1494,171316.81,4.16,278,111663.6,961.16
1218,1891,111677.87,14.32,96,30147.88,1960.41
1219,2321,405791.19,11.77,16,345785.81,27527.97
1220,2486,22418.26,13.28,213,21743.56,274.42
1221,2013,433385.73,13.91,64,178668.06,9628.68
1222,2010,310167.63,12.16,285,138610.99,3331.26
1223,1326,244132.63,10.11,186,236213.2,2603.68
1224,114,261604.23,13.9,184,21492.0,3444.02
1225,2638,351588.32,7.59,159,70556.94,3512.87
1226,1884,373801.34,6.63,141,306763.52,3823.4
1227,2512,55947.52,5.4,109,41498.57,650.54
1228,271,198520.37,13.94,192,83865.6,2587.91
1229,2751,454292.79,5.96,254,235362.95,3151.75
1230,769,260221.0,6.08,231,190845.88,1914.02
1231,1367,350553.45,6.21,249,277322.04,2507.69
1232,1120,41018.24,11.03,313,20683.61,399.84
1233,771,310696.13,8.62,101,146275.81,4336.45
1234,2682,77185.64,7.96,120,51149.46,934.84
1235,2863,20881.12,3.61,253,13395.53,118.01
1236,787,401766.53,5.89,156,391095.15,3692.06
1237,725,225537.82,5.86,128,8979.3,2373.86
1238,130,476948.15,13.07,97,172553.07,7987.82
1239,1218,81533.56,11.46,199,52219.91,916.98
1240,53,40719.21,11.25,196,34167.33,454.77
1241,549,78222.56,14.17,221,10224.38,998.24
1242,2595,318454.03,13.2,291,154189.63,3654.43
1243,2472,177823.84,14.02,215,44341.87,2263.9
1244,2572,292641.56,14.63,248,149917.79,3753.7
1245,2536,128822.1,13.71,351,40604.29,1499.61
1246,799,202944.13,14.25,131,40338.36,3062.21
1247,2156,434046.85,12.17,185,131771.76,5207.1
1248,2231,401102.16,10.87,135,331306.17,5161.02
1249,622,174669.98,13.03,130,40688.2,2514.15
1250,546,408572.31,12.97,43,208052.8,11930.44
1251,724,183308.65,4.78,186,137786.55,1397.17
1252,2317,232302.52,13.68,360,206240.79,2693.76
1253,606,424508.17,6.85,168,391216.02,3935.88
1254,1151,79291.31,6.1,100,34986.78,1013.42
1255,1445,425251.98,12.93,304,15504.4,4765.38
1256,1114,491168.18,7.84,121,61936.69,5885.53
1257,1347,322890.26,6.91,329,201993.4,2190.55
1258,1641,315006.2,4.6,183,150944.21,2398.29
1259,2081,474312.56,12.0,162,47355.49,5925.19
1260,1215,51381.66,14.86,152,44338.26,752.11
1261,764,265262.34,12.79,329,174750.97,2916.38
1262,2651,453746.26,7.66,288,75486.78,3448.13
1263,2678,208742.33,4.58,29,159152.2,7617.42
1264,1418,148696.58,5.87,221,117688.13,1102.3
1265,667,296948.89,12.08,323,294763.55,3111.73
1266,2467,77598.92,12.11,323,72829.42,814.91
1267,2530,12677.92,10.67,86,7189.69,211.52
1268,718,297180.99,4.15,21,126964.61,14696.02
1269,2441,235304.17,8.14,174,50732.0,2307.95
1270,1243,52026.83,9.36,72,51331.17,947.13
1271,2696,146780.2,10.51,132,44166.83,1880.28
1272,838,416029.98,8.7,73,311405.1,7359.72
1273,216,470145.62,4.92,150,116510.1,4202.5
1274,2053,334330.02,5.9,12,235962.21,28759.23
1275,2021,262088.74,8.1,180,3263.82,2519.81
1276,1640,471207.03,3.82,135,450718.62,4299.45
1277,188,162153.28,13.35,33,147973.6,5897.76
1278,1462,426823.34,14.55,68,119031.46,9251.96
1279,2086,482232.67,6.68,124,370993.89,5394.79
1280,1779,81118.62,8.68,215,55733.16,744.94
1281,279,247373.6,4.19,133,6345.55,2328.32
1282,2923,86161.61,12.33,95,73803.66,1424.82
1283,1643,119044.58,6.02,114,103380.03,1373.71
1284,2301,275719.92,8.86,45,8014.43,7223.62
1285,1094,178045.67,7.7,335,121465.53,1294.33
1286,2876,432329.64,5.03,336,84512.98,2401.05
1287,2628,69617.79,6.5,351,65234.48,443.72
1288,2575,181579.48,13.53,122,73141.29,2746.79
1289,2759,120811.28,12.53,307,68553.8,1315.7
1290,1208,84673.74,5.15,269,13115.86,531.28
1291,1680,26788.05,6.79,47,14622.11,650.7
1292,2888,464482.27,6.04,312,289285.02,2954.81
1293,2948,440098.14,3.73,12,64916.65,37420.05
1294,2216,367296.44,12.11,331,245524.19,3845.15
1295,93,91844.22,5.44,82,77349.55,1343.61
1296,60,30387.65,14.62,104,13180.0,516.94
1297,1021,269249.31,9.99,311,2121.26,2425.6
1298,1068,386138.18,13.87,73,126537.22,7860.05
1299,2909,479633.56,9.45,316,463263.57,4122.8
1300,2666,131001.38,7.36,135,110627.03,1429.74
1301,753,161878.85,3.66,224,92359.7,998.49
1302,1327,428478.43,9.23,136,214272.32,5091.68
1303,2627,365862.34,14.04,267,11549.06,4481.31
1304,611,145901.11,13.14,15,119613.37,10600.45
1305,2884,121653.72,13.16,276,50909.49,1403.28
1306,1713,186044.65,11.85,149,179909.19,2389.91
1307,1591,332537.59,8.4,94,233444.17,4840.17
1308,275,401389.68,3.79,120,360462.02,4023.94
1309,2071,380032.85,10.76,306,293715.3,3644.98
1310,1315,398338.21,14.2,99,275464.17,6851.66
1311,2332,439082.35,8.98,93,195276.03,6570.21
1312,1548,369346.98,9.55,335,207540.9,3161.53
1313,325,70374.56,4.16,41,41978.21,1844.29
1314,2788,331567.38,12.85,270,140119.29,3762.62
1315,2338,417512.32,11.05,228,80022.91,4387.3
1316,1006,177465.47,14.42,226,154638.15,2286.26
1317,37,348515.36,4.45,105,10998.84,4013.3
1318,2401,261934.91,9.91,85,175794.35,4300.87
1319,406,264154.35,3.57,342,46255.07,1231.87
1320,2259,361553.23,13.29,249,55542.55,4279.86
1321,127,183719.66,9.33,252,112138.22,1664.88
1322,2555,167243.4,11.68,271,132878.69,1754.97
1323,159,23802.17,9.21,188,17598.55,239.6
1324,1909,486666.26,13.92,333,42993.25,5769.26
1325,997,420710.86,5.22,292,364251.07,2547.28
1326,1214,389589.79,7.41,106,272385.89,5019.47
1327,2828,292929.84,5.48,281,160133.9,1852.66
1328,189,24562.37,10.12,52,2240.14,585.43
1329,738,32864.62,8.01,170,13553.95,323.9
1330,2604,360578.4,10.99,19,269888.15,20763.37
1331,1363,285281.64,9.49,335,151629.71,2429.68
1332,2846,144168.92,5.83,211,22810.43,1093.81
1333,1654,490810.77,11.05,50,384007.95,12293.13
1334,519,460229.18,4.57,340,180152.16,2416.25
1335,2783,253162.1,11.31,39,238752.11,7787.49
1336,1989,337743.04,4.49,326,243188.01,1794.98
1337,1435,234251.78,12.14,358,107263.5,2436.18
1338,2648,136462.28,4.42,263,77077.51,811.03
1339,1678,475251.25,4.4,47,407635.58,11026.52
1340,2924,319687.72,5.65,137,150805.86,3171.74
1341,2062,346583.86,4.09,46,315368.9,8153.3
1342,752,196996.14,9.28,249,124050.42,1785.71
1343,711,202398.38,14.87,259,21169.2,2615.78
1344,1709,494267.35,14.1,343,483279.08,5915.25
1345,1363,428608.71,5.22,280,278184.52,2650.64
1346,1125,178017.26,13.81,182,32825.22,2340.31
1347,1985,11301.32,14.15,284,7789.14,138.21
1348,2251,387294.99,12.19,115,322755.14,5724.75
1349,922,14623.8,8.82,39,7481.55,432.64
1350,132,123336.55,3.62,310,13609.74,613.03
1351,102,275781.89,7.36,236,4266.14,2214.56
1352,975,303408.83,11.45,216,180297.27,3322.18
1353,2810,222744.26,11.84,203,182572.88,2544.48
1354,2914,231609.48,14.46,321,203163.8,2851.89
1355,2317,245043.38,12.28,350,89274.49,2580.75
1356,2431,15762.51,4.82,164,12823.51,131.41
1357,1395,82235.74,11.41,52,20898.46,2011.86
1358,2721,171817.85,12.78,123,169409.65,2512.54
1359,2720,462398.06,9.4,51,85982.13,11032.95
1360,2031,290204.24,10.86,159,10852.24,3449.9
1361,337,379653.73,6.47,90,115141.06,5335.45
1362,2510,454378.43,14.61,341,238925.39,5622.8
1363,1040,476723.52,4.01,305,7195.02,2494.97
1364,1002,143829.44,12.93,21,10182.56,7689.78
1365,2899,230791.91,6.84,193,84587.82,1974.89
1366,205,144371.62,5.22,132,48737.18,1439.93
1367,555,277193.23,6.07,187,32108.48,2295.77
1368,2641,223955.73,3.94,198,76320.57,1540.1
1369,5,191501.03,12.59,151,176043.44,2533.0
1370,861,305012.39,4.79,136,206397.82,2910.67
1371,2941,404989.64,9.33,230,377824.56,3786.49
1372,2925,430832.36,14.69,100,58861.99,7493.71
1373,2819,142688.21,12.05,297,136148.19,1510.52
1374,2086,338941.11,7.21,245,281930.28,2646.38
1375,1730,323313.21,9.35,125,303552.94,4056.69
1376,1221,361727.01,6.31,151,102244.91,3477.11
1377,899,175390.47,8.92,251,149355.19,1544.43
1378,2883,176126.81,4.56,18,2954.07,10141.85
1379,2269,13421.87,5.28,140,6606.42,128.62
1380,879,100299.12,7.77,305,54480.11,754.86
1381,305,28919.84,6.28,69,3456.42,500.43
1382,2620,97070.38,6.6,336,67379.27,634.34
1383,2602,359383.1,6.45,157,36904.78,3394.96
1384,1985,212876.51,6.03,233,83380.71,1552.59
1385,2117,371747.11,9.96,74,186166.32,6743.48
1386,1085,104103.83,7.04,341,80735.56,706.92
1387,2385,320835.99,7.7,173,132614.7,3075.91
1388,2774,253408.33,5.08,23,94280.02,11586.12
1389,1777,381668.76,11.88,152,322223.05,4867.42
1390,1506,124529.16,11.76,300,87668.13,1289.54
1391,2196,422076.7,5.77,285,410725.62,2723.58
1392,347,497822.06,12.21,156,54130.34,6380.51
1393,1069,105009.69,3.96,316,65078.59,535.66
1394,2623,465456.96,6.27,289,132848.5,3125.07
1395,2440,421175.21,6.91,202,227741.55,3532.98
1396,1093,200584.68,8.95,276,196347.96,1716.86
1397,2999,185191.24,6.75,87,80009.98,2697.66
1398,1640,172567.58,4.07,64,165524.69,3004.15
1399,2203,334347.58,3.74,218,333990.36,2115.58
1400,2734,386634.31,13.12,23,138166.17,19103.53
1401,2215,435042.9,14.47,236,328296.96,5575.32
1402,348,304844.67,4.12,174,291578.5,2330.01
1403,1886,252886.9,13.62,190,82328.71,3251.11
1404,1185,325923.22,8.09,46,14517.27,8264.28
1405,2113,490806.17,7.07,197,304335.69,4217.4
1406,577,179517.45,5.75,330,51154.31,1084.04
1407,2997,442424.57,5.08,81,147033.55,6463.35
1408,2637,456800.08,10.14,58,307166.15,9995.44
1409,8,416872.84,8.96,140,43549.07,4810.47
1410,1999,327762.19,12.21,37,123773.69,10674.78
1411,1853,296322.17,6.66,264,119938.1,2141.31
1412,929,383199.51,12.14,105,267433.57,5941.55
1413,1132,381066.31,14.86,308,239241.14,4827.89
1414,2065,395643.48,11.96,101,169239.53,6232.14
1415,564,28425.3,5.17,32,1730.99,952.84
1416,2894,379418.26,3.74,264,376633.89,2110.75
1417,143,429173.75,7.37,355,8683.86,2974.2
1418,1160,199242.13,5.59,202,194565.57,1524.28
1419,329,165874.81,8.04,289,136453.0,1300.1
1420,21,38400.46,13.83,171,9172.9,515.17
1421,2351,495463.87,10.43,243,44442.74,4905.33
1422,1663,49511.54,7.66,296,12688.38,372.73
1423,179,114792.77,9.46,337,38477.18,974.02
1424,440,414020.98,9.37,280,337843.42,3645.84
1425,139,12123.01,9.86,68,9903.27,233.41
1426,128,94384.46,10.65,160,87778.84,1106.9
1427,2771,370332.16,12.1,161,110024.52,4660.93
1428,996,286995.57,8.64,313,172125.34,2311.04
1429,268,386356.55,7.71,281,185632.53,2974.13
1430,2151,410521.09,14.88,13,151582.19,34387.09
1431,2751,188237.01,4.47,31,154434.05,6440.79
1432,69,278919.07,7.68,80,23619.51,4465.77
1433,1844,339335.88,9.94,89,6203.53,5404.39
1434,513,112064.53,4.95,135,14155.9,1084.25
1435,2457,466695.75,5.57,284,386651.34,2961.07
1436,1899,289353.68,3.72,55,103573.22,5730.34
1437,701,456129.08,8.34,349,269027.18,3480.47
1438,2126,117609.06,4.76,45,45905.7,2858.89
1439,1285,435164.83,5.33,145,308384.69,4077.03
1440,1597,291291.88,11.69,204,143548.16,3293.45
1441,2147,210625.03,10.47,353,44383.18,1927.49
1442,1177,84808.1,4.84,267,52746.77,519.36
1443,334,275269.43,14.46,160,119161.45,3889.19
1444,1946,199804.72,8.55,235,12930.54,1754.38
1445,1479,15507.45,13.65,23,11630.52,770.08
1446,1753,62766.87,10.25,26,39995.57,2702.34
1447,846,276467.26,8.68,352,18968.05,2171.56
1448,1785,32279.01,6.53,60,25129.83,632.03
1449,1150,78238.14,12.53,112,52132.7,1188.14
1450,326,73799.11,4.77,280,17969.66,437.38
1451,432,241089.25,13.33,72,13250.74,4881.74
1452,495,384570.0,3.51,219,311885.82,2380.58
1453,1097,100974.83,12.36,87,87934.85,1762.88
1454,690,303436.02,9.17,330,18305.05,2523.38
1455,416,205664.37,4.35,298,133.75,1129.89
1456,399,468104.24,14.28,223,414373.13,5999.41
1457,2266,320816.99,4.21,360,238844.25,1570.72
1458,738,253238.9,6.0,106,104647.01,3083.64
1459,289,310544.73,6.18,298,284027.4,2040.9
1460,671,337888.05,11.21,249,256994.08,3502.24
1461,1914,184942.92,11.15,298,164648.99,1835.02
1462,1933,117400.82,11.6,107,67912.0,1765.61
1463,2822,36639.09,14.45,343,11738.76,448.59
1464,1094,314219.14,14.32,181,248721.83,4245.64
1465,548,68499.54,7.25,315,62081.47,486.86
1466,2197,111607.02,7.81,343,37582.73,814.37
1467,2614,435502.4,8.79,14,371547.72,32843.29
1468,2752,168473.11,12.77,199,6489.68,2041.17
1469,129,302215.73,14.03,258,124990.05,3718.75
1470,2848,427804.89,4.06,82,295276.97,5983.02
1471,1267,48120.52,3.89,300,5246.76,251.08
1472,2274,13604.08,5.6,199,2443.69,105.1
1473,824,79093.32,12.52,130,73526.61,1114.27
1474,1771,459700.24,4.41,257,329535.49,2767.5
1475,542,178776.71,12.25,63,63406.24,3861.35
1476,468,47002.95,14.93,320,29237.09,596.2
1477,2171,321466.38,7.79,158,256983.74,3259.39
1478,2215,191049.91,11.29,190,76771.86,2162.41
1479,900,166196.83,5.09,37,51203.9,4863.0
1480,2878,351732.67,14.69,206,77462.44,4688.14
1481,569,56003.02,10.96,124,40162.18,756.51
1482,1187,80401.09,9.04,150,23950.18,896.52
1483,1951,450614.5,4.32,163,105921.35,3659.32
1484,356,371771.65,7.22,36,222298.85,11516.66
1485,331,64080.03,11.2,150,29451.54,795.53
1486,897,91608.82,12.82,298,17361.23,1021.74
1487,2651,470862.79,5.47,145,194323.85,4445.01
1488,2977,207478.12,10.71,338,153940.77,1948.43
1489,408,450151.11,9.42,66,334459.63,8765.35
1490,1071,228404.83,14.47,22,133151.64,11882.05
1491,1060,302040.69,11.47,259,340.61,3155.56
1492,2390,174894.71,11.2,220,103819.71,1875.26
1493,2563,91384.72,7.3,338,1579.68,638.07
1494,2005,313379.7,5.97,46,54077.66,7638.7
1495,84,201920.18,8.8,315,87421.98,1645.46
1496,593,142006.23,8.45,205,10716.17,1311.06
1497,1395,47059.36,14.21,149,6912.92,673.89
1498,2841,393024.12,7.47,126,195395.28,4510.04
1499,520,247762.36,8.86,62,184159.35,4994.84
1500,353,411409.76,6.07,203,48289.37,3246.89
1501,109,457487.35,10.09,124,372184.77,5955.25
1502,70,263228.94,6.15,342,92272.4,1633.38
1503,142,465249.9,11.86,357,128746.25,4739.78
1504,2286,385794.62,6.36,79,9872.31,5989.71
1505,1760,300953.48,4.39,20,155189.76,15632.38
1506,919,205147.43,7.93,229,161911.12,1740.91
1507,708,318099.57,7.71,276,298272.64,2464.59
1508,1683,187518.81,8.6,36,34174.01,5928.2
1509,29,303834.23,9.07,199,270271.54,2957.38
1510,2174,178242.05,6.41,43,43442.07,4650.44
1511,752,100774.44,14.74,326,30878.83,1261.42
1512,1111,190415.35,10.37,111,160970.91,2674.63
1513,936,251774.4,4.5,354,233994.71,1285.96
1514,452,251811.38,5.8,293,96049.89,1608.78
1515,1332,499692.07,13.18,165,367726.57,6572.07
1516,137,435152.36,3.53,35,316108.51,13102.2
1517,2852,128982.38,8.6,282,94472.95,1066.77
1518,1639,127862.17,4.43,128,121015.0,1255.26
1519,2285,117066.35,13.97,249,104520.45,1443.73
1520,1256,312031.54,10.92,114,118795.55,4409.42
1521,838,396686.54,5.7,140,361938.31,3885.75
1522,2571,293418.88,13.09,276,73200.07,3369.41
1523,944,378147.22,12.61,117,32363.1,5631.08
1524,369,330991.07,13.71,136,170760.53,4806.96
1525,2745,56540.22,5.48,212,13067.52,416.88
1526,2111,68656.76,10.16,337,33090.94,617.32
1527,553,302429.54,7.65,40,254851.74,8589.6
1528,2769,279699.59,14.37,261,194705.34,3506.27
1529,2964,69045.78,13.58,269,52014.28,821.16
1530,772,472579.15,7.81,108,230718.65,6105.93
1531,335,384578.99,6.43,214,203936.04,3024.5
1532,1779,406446.54,11.47,24,31114.2,19032.41
1533,264,55590.62,5.15,240,4217.44,371.5
1534,332,95260.19,14.27,214,24482.57,1230.87
1535,2919,249363.91,14.58,193,2066.2,3356.03
1536,1261,322310.29,11.22,255,85172.08,3323.28
1537,1396,431037.59,10.77,233,17262.08,4419.7
1538,2603,412297.1,11.56,342,149467.03,4127.28
1539,1298,427975.08,11.93,299,214884.81,4487.83
1540,233,34661.68,12.13,66,4840.73,722.25
1541,1268,198062.9,9.24,340,4416.85,1646.4
1542,1281,140897.23,9.97,131,23295.98,1769.05
1543,1094,460949.01,12.96,173,384375.67,5897.87
1544,2350,441901.66,4.64,236,18850.84,2858.35
1545,938,149260.02,7.33,264,54245.05,1140.16
1546,186,48736.56,5.41,111,38876.56,559.02
1547,2737,466810.67,14.12,146,213723.93,6708.73
1548,713,59113.47,13.24,308,44721.81,675.22
1549,2324,82414.04,13.09,348,60367.71,920.09
1550,1542,189136.73,7.65,268,93153.91,1474.24
1551,2578,18098.64,6.96,75,12350.98,298.28
1552,2754,411738.0,6.83,176,354084.81,3709.71
1553,2566,111515.04,4.23,287,76970.73,618.32
1554,654,216870.09,13.11,318,129630.49,2446.56
1555,1910,453600.34,4.18,346,199729.81,2258.01
1556,410,316897.82,12.55,106,304176.61,4960.9
1557,2182,228060.66,4.58,280,54520.96,1327.21
1558,418,322073.99,14.6,58,126045.75,7773.18
1559,1609,396884.4,6.5,178,227280.87,3480.28
1560,282,242251.7,6.06,282,126095.67,1613.07
1561,2119,67507.37,12.77,277,22622.57,758.82
1562,873,267522.46,10.77,357,64425.16,2504.14
1563,935,370350.78,8.38,299,329232.1,2955.2
1564,1823,238846.57,11.39,311,135811.66,2393.86
1565,517,156956.16,9.71,14,3973.9,11903.41
1566,1854,43056.21,9.57,236,34795.13,405.6
1567,154,463484.8,6.36,43,173800.74,12081.98
1568,2146,47451.89,12.24,192,41132.92,564.44
1569,2979,250970.94,4.65,49,99494.47,5633.38
1570,2070,247526.87,8.28,104,27882.55,3343.16
1571,1997,485587.81,13.74,334,378913.53,5686.87
1572,3,231275.93,10.87,48,79949.16,5962.86
1573,2247,213247.7,5.48,145,61823.1,2014.17
1574,2274,196278.04,5.61,275,172036.54,1269.7
1575,2811,248872.44,11.64,360,116673.97,2491.18
1576,1453,420140.76,4.17,205,119183.95,2868.82
1577,2521,444679.7,8.09,353,355298.4,3306.4
1578,1079,21060.55,5.94,266,16210.48,142.59
1579,2380,285606.3,6.84,184,50223.36,2509.96
1580,1948,70646.59,7.66,114,26174.94,874.19
1581,1876,475532.91,13.98,70,427483.9,9973.07
1582,2189,398719.07,4.81,319,337805.44,2217.02
1583,2710,400012.91,12.16,221,213665.8,4542.83
1584,2292,323356.44,13.71,186,270794.07,4202.3
1585,1441,270799.63,10.1,324,158331.63,2440.72
1586,1908,313322.32,7.39,31,162728.48,11133.62
1587,2432,430999.25,7.56,180,354066.47,4010.13
1588,1770,312569.27,4.84,217,28425.99,2164.28
1589,2972,450632.08,9.46,140,353495.54,5326.79
1590,1144,197942.29,3.92,221,137146.1,1258.94
1591,2107,93988.41,8.01,73,3536.0,1630.78
1592,1248,36663.98,7.05,116,2369.82,436.8
1593,478,98573.49,6.27,253,11015.83,703.17
1594,2582,358056.92,4.91,242,120800.72,2333.85
1595,2861,287732.64,9.13,31,254050.85,10454.37
1596,1509,465217.91,8.52,159,249858.27,4891.09
1597,659,296979.45,10.35,17,254792.94,18856.48
1598,623,369299.7,4.18,280,193288.83,2067.18
1599,179,213904.8,12.73,284,99776.2,2388.46
1600,1261,303115.39,14.4,35,96194.48,10657.18
1601,1728,54020.88,7.29,268,26288.8,408.83
1602,1829,140817.28,8.19,145,124137.35,1532.74
1603,1130,95802.81,12.57,244,73791.13,1089.21
1604,2947,421602.09,13.09,221,366081.22,5058.98
1605,2826,142044.76,7.01,326,30115.45,975.91
1606,1789,77636.6,8.22,138,76489.03,871.56
1607,1681,98570.92,12.24,344,84575.87,1037.02
1608,1221,482587.63,14.78,335,375809.53,6043.95
1609,452,82728.21,10.92,207,79065.26,889.16
1610,1153,159343.85,5.7,331,43214.02,956.09
1611,1583,269438.43,10.55,342,254401.57,2493.77
1612,518,251670.27,6.31,329,121890.9,1610.11
1613,2243,300907.68,5.35,203,132020.94,2255.99
1614,2846,12304.03,8.25,180,6485.4,119.37
1615,1148,323051.49,7.63,202,157372.41,2844.77
1616,455,477972.7,6.94,279,57530.24,3455.81
1617,1958,289337.07,12.32,233,104633.11,3273.51
